iter	Logloss
327	0.4356897388
328	0.4356829396
329	0.4356374768
330	0.4355852905
331	0.4354977964
332	0.4354810919
333	0.4354647406
334	0.4354520381
335	0.4354407709
336	0.4354009939
337	0.4353762129
338	0.4353409153
339	0.4353286148
340	0.4353198167
341	0.4353063638
342	0.4352746445
343	0.4352312668
344	0.4352214194
345	0.435195085
346	0.4351832907
347	0.4351634583
348	0.4351591568
349	0.4351332335
350	0.4351261922
351	0.4351112129
352	0.4351060619
353	0.4350315657
354	0.4350184816
355	0.4349870198
356	0.4349774002
357	0.4349621626
358	0.4349014913
359	0.4348759369
360	0.4348583838
361	0.4348300327
362	0.4348158251
363	0.4347946539
364	0.4347742487
365	0.4347560244
366	0.4347444493
367	0.4347223002
368	0.4347051996
369	0.4346924799
370	0.4346616903
371	0.434600291
372	0.4345937665
373	0.4345452857
374	0.4345230172
375	0.4345110679
376	0.4344872663
377	0.4344728667
378	0.4344447146
379	0.4344171534
380	0.4344060756
381	0.4343980486
382	0.4343851941
383	0.4343794166
384	0.4343652752
385	0.4343576879
386	0.4343435309
387	0.4343348309
388	0.4343268121
389	0.434321466
390	0.434314811
391	0.4343089674
392	0.4342754026
393	0.4342557899
394	0.4342344092
395	0.4342178156
396	0.434206812
397	0.4341888109
398	0.4341560494
399	0.4341278883
400	0.4341149722
401	0.4340914172
402	0.4340766498
403	0.4340686434
404	0.4340421615
405	0.4340258614
406	0.434017002
407	0.4339883428
408	0.4339738168
409	0.4339672924
410	0.4339578697
411	0.4339492256
412	0.4339299777
413	0.4339182951
414	0.4338968606
415	0.4338785937
416	0.4338747725
417	0.4338490137
418	0.4338413664
419	0.4338245668
420	0.4338138088
421	0.4338077515
422	0.4337833691
423	0.4337700233
424	0.4337487635
425	0.4337399967
426	0.4337313456
427	0.4337077113
428	0.433695853
429	0.4336869926
430	0.4336501105
431	0.4336037466
432	0.4335744018
433	0.43356086
434	0.4335484646
435	0.4335090914
436	0.4334907272
437	0.4334753305
438	0.4334289195
439	0.4333911182
440	0.4333843352
441	0.4333774821
442	0.4333578933
443	0.4333510436
444	0.4333447235
445	0.4333299557
446	0.4333068731
447	0.4332844889
448	0.4332724436
449	0.4332613104
450	0.4332549167
451	0.4332515667
452	0.4332454977
453	0.4332389405
454	0.4332300414
455	0.4332177645
456	0.4331981211
457	0.4331891742
458	0.4331624445
459	0.4331504116
460	0.4331478211
461	0.4331427751
462	0.4331341399
463	0.4331295907
464	0.4331266379
465	0.4331176485
466	0.4331077356
467	0.4330891983
468	0.4330844753
469	0.4330738769
470	0.4330667944
471	0.4330636107
472	0.4330586533
473	0.433046565
474	0.4330382216
475	0.4330352037
476	0.4330237762
477	0.4330069667
478	0.4330018048
479	0.4329891981
480	0.4329806584
481	0.4329516627
482	0.4329368309
483	0.432915094
484	0.4329105548
485	0.4329032736
486	0.4328925092
487	0.4328830113
488	0.4328781292
489	0.4328651598
490	0.4328593176
491	0.4328524534
492	0.4328455371
493	0.4328307646
494	0.4328243489
495	0.4328211174
496	0.4328174978
497	0.4328132456
498	0.4328035317
499	0.4327983219
500	0.4327966551
501	0.4327835856
502	0.4327747673
503	0.4327666014
504	0.4327569714
505	0.4327419907
506	0.4327384843
507	0.4327247203
508	0.4327215878
509	0.4327165204
510	0.4327114124
511	0.4327017075
512	0.4326972211
513	0.4326908881
514	0.4326808328
515	0.4326730897
516	0.4326620603
517	0.4326602522
518	0.4326541387
519	0.4326514526
520	0.4326396691
521	0.4326344246
522	0.4326248524
523	0.4326112437
524	0.4326059742
525	0.4325996921
526	0.4325936209
527	0.4325770246
528	0.4325713195
529	0.4325588003
530	0.4325580915
531	0.4325520439
532	0.4325438855
533	0.4325392744
534	0.4325348531
535	0.4325307077
536	0.4325249449
537	0.4325208746
538	0.4325183934
539	0.4325152215
540	0.4325134649
541	0.4325082539
542	0.4324951071
543	0.4324866473
544	0.4324724749
545	0.4324641558
546	0.4324617709
547	0.432447029
548	0.4324347734
549	0.4324314295
550	0.4324227759
551	0.4324048328
552	0.4323919144
553	0.4323899669
554	0.4323870638
555	0.4323772715
556	0.432348935
557	0.4323444871
558	0.4323416399
559	0.4323348188
560	0.4323264376
561	0.4323236684
562	0.4323138302
563	0.432308038
564	0.4323058824
565	0.4323038802
566	0.4322968294
567	0.4322926069
568	0.4322883504
569	0.4322809323
570	0.432275254
571	0.4322725148
572	0.4322604
573	0.4322559452
574	0.4322539417
575	0.4322465245
576	0.432242286
577	0.4322373384
578	0.4322360722
579	0.4322323879
580	0.4322281856
581	0.4322235375
582	0.4322166652
583	0.4322133908
584	0.4322110497
585	0.4322070221
586	0.4321995011
587	0.4321933201
588	0.4321924947
589	0.4321889638
590	0.4321866997
591	0.4321826803
592	0.4321780581
593	0.4321762402
594	0.4321718874
595	0.4321670041
596	0.4321632891
597	0.4321543794
598	0.43215253
599	0.43214549
600	0.4321424862
601	0.4321368285
602	0.4321350668
603	0.4321176228
604	0.4321145919
605	0.4321119204
606	0.4321092099
607	0.432106778
608	0.4321048528
609	0.4320989469
610	0.4320962909
611	0.4320926102
612	0.4320894735
613	0.4320846025
614	0.4320784203
615	0.43205694
616	0.4320536658
617	0.4320466375
618	0.4320420221
619	0.4320332752
620	0.4320238635
621	0.4320214227
622	0.432020374
623	0.4320174726
624	0.432013555
625	0.4320016131
626	0.4319948136
627	0.4319918049
628	0.4319835174
629	0.4319769206
630	0.431975174
631	0.4319725621
632	0.4319675575
633	0.4319659751
634	0.4319614085
635	0.4319592849
636	0.4319524749
637	0.4319466457
638	0.4319415441
639	0.4319398524
640	0.4319341659
641	0.4319297248
642	0.4319250904
643	0.4319157666
644	0.431914092
645	0.4319085517
646	0.4319056068
647	0.43190331
648	0.4318996807
649	0.4318945241
650	0.4318919882
651	0.4318823186
652	0.4318804881
653	0.4318739492
654	0.4318720718
655	0.4318698459
656	0.4318691723
657	0.4318647821
658	0.4318629002
659	0.4318561783
660	0.4318499384
661	0.4318462432
662	0.4318305386
663	0.4318255794
664	0.4318189765
665	0.4318171027
666	0.4318128598
667	0.431811221
668	0.4318074047
669	0.431806118
670	0.4318039585
671	0.431799323
672	0.4317965336
673	0.4317921174
674	0.4317893921
675	0.4317865907
676	0.4317820411
677	0.4317796228
678	0.4317746698
679	0.4317717084
680	0.431769135
681	0.4317664914
682	0.4317639133
683	0.4317606831
684	0.4317584759
685	0.4317577835
686	0.431754747
687	0.4317518656
688	0.4317483692
689	0.4317460825
690	0.4317399536
691	0.4317380254
692	0.4317331644
693	0.4317313535
694	0.4317296908
695	0.4317258549
696	0.4317248076
697	0.4317221714
698	0.4317210834
699	0.4317161651
700	0.4317142051
701	0.4317127405
702	0.4317081854
703	0.4316898893
704	0.4316865072
705	0.4316867462
706	0.4316836513
707	0.4316763081
708	0.4316670623
709	0.4316551564
710	0.4316501248
711	0.4316424432
712	0.4316392685
713	0.4316350782
714	0.4316334035
715	0.4316313172
716	0.431627931
717	0.431628419
718	0.431626983
719	0.4316246541
720	0.4316233999
721	0.4316228879
722	0.4316215862
723	0.4316184844
724	0.4316184844
725	0.431610003
726	0.4316002
727	0.431594914
728	0.4315944691
729	0.4315909406
730	0.4315900914
731	0.4315878297
732	0.4315866807
733	0.4315821012
734	0.4315789141
735	0.4315747055
736	0.4315724047
737	0.4315709809
738	0.4315694219
739	0.4315628008
740	0.431559725
741	0.4315555884
742	0.4315499674
743	0.4315467204
744	0.4315408336
745	0.4315391852
746	0.4315367444
747	0.4315361132
748	0.4315331024
749	0.431532375
750	0.4315294616
751	0.4315297562
752	0.4315283652
753	0.431526063
754	0.4315245623
755	0.4315149885
756	0.431512847
757	0.431510074
758	0.4315090054
759	0.4315046635
760	0.4315021061
761	0.431500591
762	0.4314987335
763	0.4314979859
764	0.4314954006
765	0.4314937734
766	0.4314900765
767	0.4314892734
768	0.4314788357
769	0.4314752502
770	0.4314724114
771	0.4314720184
772	0.4314683316
773	0.431467836
774	0.4314655828
775	0.4314645835
776	0.4314623832
777	0.4314599094
778	0.4314559959
779	0.4314554801
780	0.4314538399
781	0.4314402138
782	0.4314383006
783	0.4314374024
784	0.4314361188
785	0.4314310392
786	0.4314305958
787	0.4314302221
788	0.4314236865
789	0.4314196037
790	0.4314139948
791	0.4314133043
792	0.4314119512
793	0.4314113209
794	0.4314074074
795	0.4314069661
796	0.4314056777
797	0.4314045867
798	0.4313954242
799	0.4313948768
800	0.4313919078
801	0.4313914386
802	0.4313888716
803	0.4313878274
804	0.4313873857
805	0.4313866954
806	0.4313859948
807	0.4313756066
808	0.4313746025
809	0.431372863
810	0.4313703117
811	0.4313689207
812	0.4313677631
813	0.4313640617
814	0.4313618967
815	0.4313592818
816	0.4313566378
817	0.4313567521
818	0.4313487878
819	0.4313432556
820	0.4313401943
821	0.4313392159
822	0.4313380889
823	0.4313356865
824	0.4313338167
825	0.4313334702
826	0.4313237934
827	0.4313226089
828	0.431320936
829	0.4313208334
830	0.4313191263
831	0.4313184098
832	0.4313174109
833	0.431316909
834	0.4313153614
835	0.4313142121
836	0.4313125818
837	0.4313121768
838	0.4313062501
839	0.4313033061
840	0.431301069
841	0.4312973874
842	0.4312944403
843	0.4312927466
844	0.4312929872
845	0.4312905086
846	0.4312859987
847	0.4312835872
848	0.4312820981
849	0.4312808716
850	0.4312800486
851	0.4312776145
852	0.4312756203
853	0.4312747904
854	0.4312694569
855	0.4312687585
856	0.431266091
857	0.4312616053
858	0.4312603689
859	0.4312579721
860	0.4312561038
861	0.4312543449
862	0.4312551692
863	0.4312422031
864	0.4312410262
865	0.4312395853
866	0.4312357292
867	0.4312354882
868	0.4312344848
869	0.431233624
870	0.4312324842
871	0.4312318752
872	0.4312311948
873	0.431229926
874	0.4312294279
875	0.4312276447
876	0.4312260123
877	0.431224567
878	0.4312253794
879	0.4312238136
880	0.4312237153
881	0.4312239281
882	0.4312223379
883	0.4312210804
884	0.4312204496
885	0.4312192912
886	0.431217814
887	0.4312173965
888	0.4312169483
889	0.4312150936
890	0.4312131029
891	0.4312122353
892	0.4312112456
893	0.4312113441
894	0.4312063896
895	0.4312068349
896	0.431205962
897	0.4312054324
898	0.431205437
899	0.4312042839
900	0.4312033638
901	0.4312035896
902	0.431202766
903	0.4312025051
904	0.4312011774
905	0.4312000988
906	0.4311986598
907	0.4311985245
908	0.4311981604
909	0.431197339
910	0.4311972447
911	0.4311975357
912	0.4311966598
913	0.4311946535
914	0.4311953454
915	0.4311941324
916	0.4311934222
917	0.4311927711
918	0.4311916375
919	0.4311904952
920	0.4311891284
921	0.4311891648
922	0.4311882429
923	0.4311865886
924	0.4311856958
925	0.4311848
926	0.4311849927
927	0.4311843175
928	0.4311836856
929	0.4311788356
930	0.431178535
931	0.4311739554
932	0.4311736457
933	0.4311719869
934	0.4311693722
935	0.4311682952
936	0.4311679498
937	0.4311662392
938	0.431166059
939	0.4311648528
940	0.431161457
941	0.4311599608
942	0.4311596016
943	0.4311563564
944	0.4311552933
945	0.4311543759
946	0.4311523521
947	0.4311502879
948	0.4311505006
949	0.4311484519
950	0.4311466948
951	0.4311458952
952	0.4311428208
953	0.4311436882
954	0.4311397027
955	0.4311392717
956	0.4311379058
957	0.4311383137
958	0.4311365965
959	0.431133145
960	0.4311325834
961	0.4311224988
962	0.4311221973
963	0.4311214642
964	0.4311206604
965	0.431118671
966	0.431116627
967	0.4311159203
968	0.4311135926
969	0.4311111274
970	0.4311117077
971	0.4311100157
972	0.4311083105
973	0.4311068346
974	0.4311061453
975	0.4311054588
976	0.431101985
977	0.4310951027
978	0.4310938239
979	0.4310924211
980	0.4310933109
981	0.4310931142
982	0.4310922193
983	0.4310912901
984	0.4310905952
985	0.431090025
986	0.4310901691
987	0.4310886089
988	0.4310875769
989	0.4310849513
990	0.4310846352
991	0.4310844751
992	0.4310836424
993	0.4310823896
994	0.431082148
995	0.4310810507
996	0.4310816356
997	0.4310782958
998	0.4310785042
999	0.4310779647
